AcresBurned,ArchiveYear,Counties,Extinguished,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,SearchDescription,Started
33,2017,Riverside,2018-01-09T10:32:00Z,,33.584036,-116.972036,FALSE,Valley Fire,,"The Valley Fire started on June 13, 2017 at San Ignacio Road and East Benton Road, Temecula (Riverside County) and burned 33 acres.",2017-06-13T12:00:00Z
33,2017,Kern,2018-01-09T10:24:00Z,,35.60633,-118.4642,FALSE,Creek Fire ,,"The Creek Fire started on June 4, 2017 off Erskine Rd and Pasadena Ln, southwest of Lake Isabella in Kern County and burned 33 acres.",2017-06-04T22:11:00Z
32,2017,Trinity,2018-01-09T12:16:00Z,,40.804,-123.375,FALSE,Sandy Fire,,"The Sandy Fire started on August 2, 2017, west of Del Loma (Trinity County) and burned 32 acres. ",2017-08-02T11:13:00Z
32,2017,Trinity,2018-01-09T12:17:00Z,,40.79902,-123.39253,FALSE,Sandy Fire,,"Sandy Fire started on August 2, 2017 off Sandy Bar, Hwy 299, 4 miles east of Burnt Ranch (Trinity County) and burned 32 acres.",2017-08-02T08:30:00Z
32,2017,Riverside,2018-01-09T11:54:00Z,,33.62613,-117.07975,FALSE,Washington Fire,,"The Washington Fire started on July 13,2017 off Field Drive and Patterson Road in the community of Winchester (Riverside County) and burned 32 acres.",2017-07-13T10:28:00Z
32,2017,Monterey,2018-01-09T10:34:00Z,,35.90092,-120.93371,TRUE,Shore Fire,,"The Shore Fire started on June 6, 2017 at Jolon Rd and Frudden Rd, near Lockwood in Monterey County and burned 32 acres.",2017-06-16T15:49:00Z
32,2017,Monterey,2018-01-09T10:30:00Z,,35.902149,-120.983684,FALSE,Pleyto Fire,,"The Pleyto fire started on June 11, 2017 near New Pleyto Road and Stern Street, near Lockwood in Monterey County and burned 32 acres.",2017-06-11T18:12:00Z
31,2017,Monterey,2018-01-09T13:40:00Z,,36.5858,-121.80377,FALSE,York Fire,,"The York Fire started on October 15, 2017 off York Road and S Boundary Road, east of Monterey in Monterey County. ",2017-10-15T14:55:00Z
31,2017,Fresno,2018-01-09T12:44:00Z,,36.099681,-120.443545,FALSE,Juniper Fire,,"The Juniper Fire started on August 23, 2017 off of Highway 198 west of Parsons Road in Coalinga (Fresno County) and burned 31 acres. ",2017-08-23T13:28:00Z
31,2017,Kern,2018-01-09T09:55:00Z,,35.60001,-118.4683,FALSE,Hub Fire,,"The Hub Fire started on May 12, 2017 off Red Hill Road and Schick Road, east of Lake Isabella in Kern County and burned 31 acres.",2017-05-12T05:05:00Z
30,2017,Los Angeles,2018-03-22T16:34:00Z,,34.52055,-118.62882,FALSE,Castaic Fire,,"The Castaic fire started on August 31, 2017, on I-5 north, north of Hughes Rd., north of Lake Hughes and burned 30 acres.",2017-08-31T16:32:00Z
30,2017,Humboldt,2018-01-09T12:18:00Z,,40.27582,-123.64281,FALSE,Blocksburg Fire,,"The Blocksburg Fire started on August 3, 2017 off Alderpoint Rd and Cemetery Rd, Blocksburg (Humboldt County) and burned 30 acres.",2017-08-03T16:41:00Z
30,2017,Riverside,2018-01-09T11:42:00Z,,33.96896,-117.25411,FALSE,Timber Fire,,"The Timber Fire started on July 3, 2017 off Moreno Beach Dr & Locust, north of Moreno Valley (Riverside County) and burned 30 acres.",2017-07-03T19:31:00Z
29,2017,El Dorado,2018-01-09T13:35:00Z,,38.77921,-120.46234,FALSE,Ice Fire,,"The Ice Fire started October 10, 2017 off Ice House Road and US-50, east of Riverton, 13 miles east of Camino and burned 29 acres. ",2017-10-10T15:36:00Z
29,2017,Tehama,2018-01-09T11:51:00Z,,40.29118,-122.42606,FALSE,Benson Fire,,"The Benson Fire started on July 8, 2017 off Benson Rd, Bowman., 11 miles northwest of Red Bluff (Tehama County) and burned 29 acres.",2017-07-08T18:58:00Z
28,2017,Butte,2018-01-09T13:24:00Z,,39.8255,-121.7127,FALSE,32 Fire,,"The Thirty Two fire started on September 25, 2017 off Hwy 32 and Humboldt Road, 5 miles northeast of Chico in Butte County.",2017-09-25T11:03:00Z
28,2017,Modoc,2018-01-09T12:48:00Z,,41.4844,-120.36659,FALSE,4-4 Fire,,"The 4-4 fire started on August 30, 2017 4 miles east of Dorris Reservoir, east of Alturas in Modoc County.",2017-08-30T11:38:00Z
28,2017,Del Norte,2018-01-09T11:08:00Z,,41.93323,-124.19629,FALSE,Shore Fire,,"The Shore Fire started on June 26, 2017, 3 miles west of Smith River in Tolowa Dunes State Park, (Del Norte County) and burned 28 acres.",2017-06-26T21:30:00Z
28,2017,Riverside,2018-01-09T10:33:00Z,,33.79925,-117.11659,FALSE,Nuevo Fire,,"The Nuevo Fire started on June 15, 2017 off of Hanswen Avenue and Nuevo Rd, Nuevo (Riverside County) and burned 28 acres.",2017-06-15T15:51:00Z
27,2017,Modoc,2018-01-09T12:48:00Z,,41.64469,-120.31814,TRUE,4-10 Fire,,"the 4-10 fire started August 30 2017, off Highway 395 and County Road 118, 16 miles north of Alturas (Modoc County).",2017-08-30T14:50:00Z
27,2017,Riverside,2018-01-09T10:24:00Z,,33.82165,-116.96079,FALSE,Vernon Fire,,"The Vernon Fire started on June 3, 2017 off Soboba Road in San Jacinto (Riverside County) and burned 27 acres.",2017-06-03T12:09:00Z
26,2017,Yuba,2018-01-09T13:25:00Z,,39.03168,-121.40947,FALSE,Jasper Fire,,"The Jasper Fire started September 26 2017, off Jasper lane, and Levee road, 1 mile NE of Wheatland (Yuba County).",2017-09-26T15:20:00Z
26,2017,Riverside,2018-01-09T10:59:00Z,,33.71025,-117.31924,FALSE,Trellis Fire,,"The Trellis fire started on June 18, 2017 Lake Elsinore, at State Highway 74 and Trellis Lane in Riverside County and burned 26 acres.",2017-06-18T16:03:00Z
26,2017,Riverside,2018-01-09T10:23:00Z,,33.94788,-116.59719,FALSE,Fairview Fire,,"The Fairview Fire started on June 1, 2017 Fairview Road & Old Morongo Road, west of Desert Hot Springs in Riverside County and burned 26 acres. ",2017-06-01T16:12:00Z
25,2017,San Diego,2018-01-09T13:40:00Z,,33.18716,-116.50897,FALSE,Wilson Fire,,"The Wilson Fire started on October 15, 2017 at Wilson Road, east of San Felipe in San Diego County and burned 25 acres. ",2017-10-15T14:05:00Z
25,2017,San Luis Obispo,2018-01-09T13:23:00Z,,35.76343,-121.04445,FALSE,Cove Fire,,"The Cove Fire started on September 23, 2017 off Christmas Tree Cove, north side of Lake Nacimiento (San Luis Obispo County).",2017-09-23T15:40:00Z
25,2017,San Diego,2018-01-09T13:19:00Z,,32.59252,-116.61609,FALSE,Border 9 Fire,,"The Border 9 Fire started on September 7, 2017, 1 mile west of Tecate Port Of Entry in Potrero (San Diego County) and burned 25 acres. ",2017-09-07T15:41:00Z
25,2017,Shasta,2018-01-09T12:49:00Z,,40.71923,-122.02525,FALSE,Hopper Fire,,"The Hopper fire started on September 1, 2017 off Oak Run Road and Hopper Lane, Oak Run in Shasta County.",2017-09-01T11:21:00Z
25,2017,San Diego,2018-01-09T11:09:00Z,,32.7789,-116.8516,FALSE,Sloane Fire,,"The Sloane Fire started on Tuesday, June 27, 2017 off Sloane Canyon Road at Dehesa Road, east of El Cajon and burned 25 acres.",2017-06-27T09:38:00Z
25,2017,Madera,2018-01-09T10:35:00Z,,37.02081,-119.95136,FALSE,Road Fire,,"The Road fire started on June 18, 2017 near Road 400 and Road 33, 7 miles east of Madera in Madera County and burned 25 acres.",2017-06-18T14:04:00Z
25,2017,Los Angeles,2018-01-09T10:24:00Z,,34.29931,-118.37539,FALSE,5 Fire,,"The 5 Fire started on June 3, 2017 I-5, North of Lake Hughes Rd, Community of Cataic in Los Angeles County and burned 25 acres.",2017-06-03T15:39:00Z
25,2017,San Diego,2018-01-09T10:10:00Z,,32.679,-116.29296,FALSE,Ribbonwood Fire,,"The Ribbonwood Fire started on May 24, 2017 off of Ribbonwood Road and Interstate 8, east of El Cajon (San Diego County) and burned 25 acres.",2017-05-24T15:30:00Z
23,2017,Riverside,2018-01-09T13:32:00Z,,33.50488,-117.02132,FALSE,Portola Fire,,"The Portola Fire started on October 10, 2017, off De Portola Road east of Pauba Road, Temecula (Riverside County) and burned 23 acres.",2017-10-10T14:57:00Z
22,2017,Alameda,2018-01-09T13:25:00Z,,37.77982,-122.169,FALSE,Edwards Fire,,"The Edwards Fire started September 26, 2017 off Edwards Ave and Mountain Blvd, 6 miles southeast of Oakland and burned 22 acres. ",2017-09-26T12:22:00Z
22,2017,Calaveras,2018-01-09T11:44:00Z,,38.20176,-120.67848,FALSE,Gold Fire,,"The Gold Fire started on July 5, 2017 off Gold Strike Road and Cemetery Lane, San Andreas (Calaveras County) and burned 22 acres.",2017-07-05T16:56:00Z
22,2017,Napa,2018-01-09T10:31:00Z,,38.68347,-122.2654,TRUE,Refuge Fire,80,"The Refuge Fire started on June 13, 2017 off Knoxville Rd and Eastside Rd, north end of Lake Berryessa (Napa County) and burned 22 acres.",2017-06-13T10:18:00Z
21,2017,San Luis Obispo,2018-01-09T13:42:00Z,,35.41112,-120.00353,FALSE,Soda Fire,,"The Soda Fire started on October 20, 2017 off Soda Lake Rd, Carrizo Plains area (San Luis Obispo County) and burned 21 acres.",2017-10-20T12:13:00Z
21,2017,Lake,2018-01-09T13:19:00Z,,39.01748,-122.49327,FALSE,Mule Fire,,"The Mule fire started on September 5, 2017 off Hwy 20 and Mule Skinner Road, east of Clearlake in Lake County.",2017-09-05T14:55:00Z
21,2017,Tulare,2018-01-09T11:44:00Z,,36.10858,-118.81979,FALSE,Globe Fire,,"The Globe Rire started on July 5th 2017 of Globe Dr, in Springville in (Tulare County) and burned 21 acres.",2017-07-05T08:24:00Z
21,2017,Butte,2018-01-09T11:00:00Z,,39.364,-121.4143,FALSE,Highway Fire,,"The Highway Fire started on June 22, 2017 off of Hwy 99 & Schlaf Dr, east of Lake Oroville in Butte County and burned 21 acres. ",2017-06-22T09:49:00Z
21,2017,Shasta,2018-01-09T10:32:00Z,,0,0,FALSE,Platina Fire,,"The Platina Fire started on June 13, 2017 off Platina Road in Shasta County and burned 21 acres.",2017-06-13T12:47:00Z
21,2017,San Benito,2018-01-09T10:07:00Z,,36.35578,-120.99552,FALSE,Bitterwater Fire,,"The Bitterwater Fire started on May 22, 2017 off Bittwater Rd and Hwy 25, east of King City (San Benito County) and burned 21 acres.",2017-05-22T04:50:00Z
20,2017,Humboldt,2018-01-09T13:30:00Z,,40.88516,-123.96844,TRUE,Blue Fire,,"The Blue Fire started on October 08, 2017 off of Blue Lake Blvd and Hwy 299, east of Eureka in Humboldt County. ",2017-10-08T16:40:00Z
20,2017,Sonoma,2018-01-09T13:30:00Z,,38.51937,-123.24713,FALSE,Fort Fire,,"The Fort Fire started on October 7, 2017 off Fort Ross Rd and Hwy 1, north of Jenner in Sonoma County. ",2017-10-07T20:00:00Z
20,2017,Tehama,2018-01-09T13:29:00Z,,40.20077,-122.24731,FALSE,36 Fire,,"The 36 Fire started on October 3, 2017 off of off Hwy 36W and Monroe St., West Red Bluff in Tehama County and burned 20 acres.",2017-10-03T16:22:00Z
20,2017,Tuolumne,2018-01-09T12:16:00Z,,37.65986,-120.31157,FALSE,Falls Fire,,"The Falls Fire started on August 8, 2017 off Merced Falls Rd, northwest of Lake McClure (Tuolumne County) and burned 20 acres.",2017-08-01T16:33:00Z
20,2017,San Bernardino,2018-01-09T12:03:00Z,,34.139,-117.199,FALSE,Seine Fire,,"The Seine Fire started on July 22, 2017 off Piedmont Drive and Seine Avenue, Highland in San Bernardino County and burned 20 acres.",2017-07-22T15:49:00Z
20,2017,Mendocino,2018-01-09T11:58:00Z,,39.13207,-123.10227,TRUE,Range Fire,,"The Range fire started on July 17, 2017 on Cow Mountain, west of Ukiah in Mendocino County and burned 20 acres.",2017-07-17T12:37:00Z
20,2017,Riverside,2018-01-09T10:32:00Z,,33.52584,-116.85226,FALSE,Reed Fire,,"The Reed Fire started on June 13, 2017 off Reed Valley Road, north of Wilson Valley Road, Community of Aguanga (Riverside County) and burned 20 acres.",2017-06-13T17:21:00Z
20,2017,Contra Costa,2018-01-09T10:26:00Z,,37.86549,-122.2102,FALSE,Fish Fire,,"The Fish Fire started on June 5, 2017 off of Hwy 24 near Orinda, Contra Costa County and burned 20 acres.",2017-06-05T13:17:00Z
20,2017,Kings,2018-01-09T10:04:00Z,,35.983,-119.91508,FALSE,City Fire,,"The City Fire started on May 18 off of Hwy 41 & I-5, south of Kettleman City in Kings County and burned 20 acres. ",2017-05-18T12:54:00Z
20,2017,Monterey,2018-01-09T09:56:00Z,,35.77082,-120.92482,FALSE,Nacimiento Fire,,"The Nacimiento Fire started on May 14, 2017 off Nacimiento Lake Drive and Bee Rock Rd., near Bradley in Monterey County and burned 20 acres.",2017-05-14T12:00:00Z
19,2017,Riverside,2018-01-09T13:49:00Z,,33.88994,-116.91023,FALSE,Longhorn Fire,,"The Longhorn Fire started on December 13, 2017 off of off Shirleon Road and Old Banning and Idyllwild Road in Banning area (Riverside County) and burned 19.5 acres. It was contained on December 13, 2017.",2017-12-13T15:27:00Z
19,2017,Nevada,2018-01-09T13:33:00Z,,39.06414,-121.13737,FALSE,Garden Fire,,"The Garden Fire started on October 10, 2017 off of Wolf Road and Garden Bar Rd, northwest of Higgins Corner (Nevada County) and burned",2017-10-10T12:30:00Z
19,2017,Riverside,2018-01-09T12:38:00Z,,33.797216,-117.124538,FALSE,Nuevo Fire,,"The Nuevo Fire started on August 13, 2017, Nuevo Rd and Montgomery Rd in northeast of the City of Menifee in Riverside County and burned 19 acres. ",2017-08-13T13:34:00Z
19,2017,Humboldt,2018-01-09T12:16:00Z,,40.39799,-123.57562,FALSE,Sway Fire,,"The Sway Fire started August 1, 2017 off Swayback Ridge, southwest of Mad River (Humboldt County) and burned 19 acres.",2017-08-01T10:23:00Z
19,2017,Stanislaus,2018-01-09T12:01:00Z,,37.81827,-120.65764,FALSE,Willms Fire,,"The Willms fire started on July 18, 2017 10 miles east of Oakdale in Stanislaus County and burned 19 acres.",2017-07-18T22:39:00Z
19,2017,Siskiyou,2018-01-09T11:08:00Z,,40.703775,-122.645079,TRUE,King Fire,,"The King Fire started on June 26, 2017 off Campus Dr. and Moonlit Oaks Ave in Yreka and burned 19 acres.",2017-06-26T12:30:00Z
19,2017,Kern,2018-01-09T09:54:00Z,,35.71704,-118.30601,FALSE,Fay Fire,,"The Fay Fire started on May 1, 2017 off of Fay Ranch Rd, northeast of Lake Isabella (Kern County) and burned 19 acres.",2017-05-01T12:44:00Z
18,2017,Sonoma,2018-01-09T12:45:00Z,,38.26294,-122.71998,FALSE,Bodega Fire,,"The Bodega Fire started on August 27, 2017 off Boadega Avenue and Nosecchi Road, east of Petaluma in Sonoma County and burned 18 acres.",2017-08-27T13:30:00Z
18,2017,Butte,2018-01-09T11:43:00Z,,39.53944,-121.54722,FALSE,Lakeland Fire,,"The Lakeland Fire started on July 4, 2017 off off Lakeland Blvd & Feather River, east of Oroville (Butte County) and burned 18 acres.",2017-07-04T15:45:00Z
18,2017,Fresno,2018-01-09T10:21:00Z,,36.61332,-120.7109,FALSE,Panoche Fire,,"The Panoche Fire started on May 28, 2017 off Ponache Rd, 4 miles west of I-5 in Fresno County and burned 18 acres.",2017-05-28T16:16:00Z
18,2017,Monterey,2018-01-09T09:58:00Z,,36.1727,-120.86682,FALSE,Pine Fire,,"The Pine Fire started on May 16, 2017 off Hwy 198 and Pine Valley Road,  southwest of King City (Monterey County) and burned 18 acres.",2017-05-16T16:10:00Z
17,2017,Mariposa,2018-01-09T13:29:00Z,,37.41231,-119.87465,FALSE,Ramblin Fire,,"The Ramblin Fire started on October 3, 2017  off Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack in Mariposa County and burned 17 acres. ",2017-10-03T11:44:00Z
17,2017,Shasta,2018-01-09T12:42:00Z,,40.92602,-121.5935,TRUE,Corner Fire,20,"The Corner Fire started on August 17, 2017 off of HWY 299 just south of HWY 89 near Cassel (Shasta County) and burned 17 acres.",2017-08-17T14:15:00Z
17,2017,Shasta,2018-01-09T12:12:00Z,,40.69259,-122.17384,FALSE,Sky Fire,,"The Sky Fire started July 29 2017 near Blue Sky Road, east of Bella Vista (Shasta County) and burned 17 acres.",2017-07-29T17:29:00Z
17,2017,San Luis Obispo,2018-01-09T10:06:00Z,,35.556667,-120.474,FALSE,Rocky Fire,,"The Rocky Fire started on May 20, 2017 off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero (San Luis Obispo County) and burned 17 acres.",2017-05-20T13:11:00Z
17,2017,Monterey,2018-01-09T09:59:00Z,,36.2771,-120.94328,TRUE,Lonoak Fire,,"The Lonoak Fire started on May 17, 2017 off of Lonoak Road and Airline Road, east of King City (Monterey County) and burned 17 acres.",2017-05-17T15:18:00Z
17,2017,Riverside,2018-01-09T09:56:00Z,,33.88466,-116.99229,FALSE,Canyon Fire,,"The Canton fire started on May 14, 2017 off Highway 79 and Dump Road, Beaumont (Riverside County) and burned 17 acres.",2017-05-14T12:51:00Z
16,2017,Kern,2018-01-09T10:23:00Z,,35.188,-119.2877,FALSE,Elk Fire,,"The Elk Fire started on June 2, 2017 4 miles south of Buttonwillow in Kern County and burned 16 acres. ",2017-06-02T18:55:00Z
16,2017,San Bernardino,2018-01-09T10:22:00Z,,34.04412,-116.55326,FALSE,Matz Fire,,"The Matz Fire started on May 29, 2017, in Big Morongo Canyon Preserve, Morongo Valley, in San Bernardino County and burned 16 acres.",2017-05-29T01:20:00Z
16,2017,Fresno,2018-01-09T10:17:00Z,,36.96642,-119.58292,FALSE,Rusty Fire,,"The Rusty Fire started on May 28, 2017 off Millerton Rd and Rusty Spur Ln, 10 miles north of Clovis Fresno County and burned 16 acres.",2017-05-28T07:49:00Z
15,2017,Tehama,2018-01-09T12:31:00Z,,39.87983,-122.5415,FALSE,Paskenta Fire ,,"The Paskenta Fire started on August 10,2017, off Round Valley Road and Paskenta Road in Paskenta (Tehama County) and burned 15 acres. ",2017-08-10T17:24:00Z
15,2017,Nevada,2018-01-09T12:06:00Z,,39.16826,-120.95498,FALSE,Greenhorn Fire,,"The Greenhorn Fire Started on July 27 2017 near Greenhorn Access Rd, Rollins Lake (Nevada County) and burned 15 acres.",2017-07-27T14:49:00Z
15,2017,Modoc,2018-01-09T11:58:00Z,,41.45589,-120.56933,FALSE,Centerville Fire,,"The Centerville fire started on July 17, 2017 off County Road 60 and 54, alturas in Modoc County and burned 15 acres.",2017-07-17T13:38:00Z
15,2017,Monterey,2018-01-09T11:10:00Z,,35.947,-120.87492,FALSE,Alvarado Fire,,"The Alvarado Fire started on June 28, 2017 off of Alvarado Rd and Wunpost in the community of Bradley (Monterey County) and burned 15 acres.",2017-06-28T09:30:00Z
15,2017,Calaveras,2018-01-09T10:21:00Z,,38.19906,-120.83484,FALSE,Lombardi Fire,,"The Lombardi Fire started on May 28, 2017 off Hwy 26 and Hwy 12, 4 miles sw of Mokelumne Hill and burned 15 acres.",2017-05-28T15:30:00Z
15,2017,Riverside,2018-01-09T09:50:00Z,,33.56777,-116.08003,FALSE,66 Fire,,"66 Fire started on April 13, 2017 near Avenue 66 and Highway 111, near the community of Mecca (Riverside County) and burned 30 acres.",2017-04-13T02:30:00Z
14,2017,Santa Barbara,2018-01-09T13:49:00Z,,34.71796,-120.27077,FALSE,Drum Fire,,"The Drum Fire started December 16, 2017 off Drum Canyon Rd, south of Los Alamos (Santa Barbara County) and burned 14 acres. It was contained on December 17, 2017. ",2017-12-16T12:21:00Z
14,2017,Santa Barbara,2018-01-09T13:49:00Z,,34.605358,-120.414875,FALSE,Coast Fire,,"The Coast Fire started on December 14, 2017 off the 3500 Block of Highway 1, South east of Lompoc (Santa Barbara County) and burned 14 acres. It was contained on December 15, 2017.",2017-12-14T12:59:00Z
14,2017,Butte,2018-01-09T11:17:00Z,,39.8629,-121.6268,FALSE,Desabla Fire,,"The Desable Fire started on July 2, 2017 off Desabla Powerhouse Rd and Humbug Rd, Desabla and burned 14 acres.",2017-07-02T13:43:00Z
14,2017,Monterey,2018-01-09T10:29:00Z,,35.80375,-120.52508,FALSE,Hog Fire,,"The Hog Canyon fire started on June 9, 2017 off of Hog Canyon Rd & Ranchita Canyon Rd, southeast of Parkfield in Monterey County and burned 14 acres.",2017-06-09T16:15:00Z
14,2017,Riverside,2018-01-09T10:05:00Z,,33.97155,-117.44148,FALSE,Moraga Fire,,"The Moraga Fire started on May 18, 2017 off of Avenue Juan Diaz and Riverside Drive, Jurupa Valley, Riverside County and burned 14 acres.",2017-05-18T17:25:00Z
13,2017,Stanislaus,2018-01-09T13:41:00Z,,37.89532,-120.84748,FALSE,Milton Fire,,"The Milton Fire started on October 18, 2017 off Milton Road and Sonora Road north of Woodward Reservoir Park (Stanislaus County) and burned 13 acres.",2017-10-18T12:53:00Z
13,2017,El Dorado,2018-01-09T12:06:00Z,,38.69775,-120.73757,FALSE,Woodland Fire,,"The Woodland fire started on July 25, 2017 off Woodland Court, in the Community of Oak Hill in El Dorado County and burned 13 acres.",2017-07-25T14:13:00Z
